"Hotelid","userid","reviewtext","Date","NoOfReaders","HelpfulToNoOfreaders","Value_rating","Rooms_rating","Location_rating","Cleanliness_rating","Checkin_rating","Service_rating","Businessservice_rating","AverageOverallRatingOfHotel","AveragePricing"
"hotel_197","hotel_2711","Not bad if you don't pay retail! If I were a guest of this hotel and paid $150.00 a night I would be pretty upset! The hotel looks good from the outside but show big signs of wear and tear on the inside. The first thing when arriving you are told it is $7.00 per night to park in the open parking lot. That is an extreme way to squeeze every dime out of someone. I was in room 215 and on arrival the smell of stale smoke in the room was extensive. There were beer cans in the trash can from the previous guest and the vacuum must have been broken that day because the floor was not clean. The plumber got the hot/cold water backwards on the bathroom sink so after waiting for some time for the hot water I realized it was backwards. The room was nice and big with two TV's. Unfortunately every picture on both televisions made the subjects look sunburned they were so red. And there was no remote for either set. Waking up early was not an option because of the rattling pipes that sounded like they ran between the box springs and matress. The wallpaper was coming off the wall but the heater darn sure worked! In the defense of the hotel, there was a letter on the elevator explaining renovations were about to begin. Would I stay there again? For 50 bucks a night I would, but for 150 a night they better throw in dancing girls and open bar! When staying at a hotel make certain the clock by the bed is set correctly and the alarm is not on to hurry you out the door in the morning. I have noticed this practice by hotel maids more and more in the last could of years.","Jan 10, 2008","1","1",4,3,6,2,6,6,1,"3","$161"
"hotel_197","hotel_8331","Barely tolerable for a business traveler at the holidays Based on shabby reviews I had seen of the Westin City Center hotel, I switched at the last minute to stay here, as it was well located and supposedly had amenities for Starwood Preferred Guest Gold members. Turned out the Club Floor was closed, and there were very few guests there at all. Other propeties clearly posted when they were closing amenities, but this hotel even had Club Floor rooms to reserve on the internet... at least I did not reserve one of them! Restaurant was closed, too, but a modest continental breakfast was offered.The hotel did extend a nice gesture to the guests by delivering a small Christmas package to the rooms with a nicely boxed corkscrew and bottle stopper..... Did they think about guests flying home and the corkscrew having a blade on it that made TSA confiscate it? No. Fortunately there was a not a line behind me in Security, but it was totally embarassing.Also, during my two-night stay I kept thinking that the living area had a lot of highway noise and was drafty. Turned out the windows did not shut and seal properly. This is something that housekeeping should have recognized--a supervisor inspecting rooms surely would have noticed the difference unless all of the windows are that delapidated.Oh, and there was also the dense cloud of marijuana smoke in the hall Christmas Eve between my room and the elevator coming from either a guest room or, more likely, the service bay. When I got to my destination a few blocks away, I realized that I had a serious buzz!","Dec 27, 2007","2","2",2,4,4,3,3,3,1,"3","$161"
"hotel_197","hotel_8252","get more than you pay for! this is a very nice hotel in the middle of everything. the service was great. the room was great. the price was great.","Nov 25, 2007","0","0",6,5,5,6,5,6,5,"3","$161"
"hotel_197","hotel_8700","Good service, bad rooms Good: Pleasant service at front desk, friendly shuttle drivers who went out of their way to give us a ride to the office in the morning (partially due to long wait for cabs out on the highway)Free breakfast on club level is satisfactory; includes mini boxes of cereal, toast, pastries, scrambled eggs, fruit, etc.Bad: Room was very outdated. Had a 2 bed suite that felt very cramped. Did not sleep nearly as well as I do at the Westin in downtown Dallas (which was sold out). Stiff couch and scratched up desk in living room .Outdated bathroom- moldy tub, poor lighting.(Mind you, this was all on a Starwoods Club Floor. I have platinum status, so I'm assuming I was put in one of the better rooms) Gym- Out of the four **old** machines there (two bikes, treadmill, and stair climber)- only one of the bikes worked properly (barely) Other machines did not 'turn on' at all, or seemed as if they were about to give out (treadmill made a horribly loud noise every time you took a step... not good) Weight machine was as old as the machines, and equally useless.If you have a choice of Starwoods hotels in Dallas, stick with the W or Westin. I was very dissapointed with the Sheraton Suites.","Oct 20, 2007","1","1",5,2,4,4,5,5,4,"3","$161"
"hotel_197","hotel_7548","Sheraton Suites Reserved 20 rooms, for a weekend football trip. Rooms are all suites but bedroom are tiny. Had 2 full size beds. One of them located up against the balcony door, made it difficult to acces balcony. Living room was cozy. Pull out couch. 2 chair dinning table, microwave, small fridge and coffe maker. Textured ceiling in all of our units were dirty, especially near a/c vents. Good location for sightseeing. Also has a van that transports you within 8 miles of hotel for free. (rest, nightclubs where ever you desire). Except football stadium. Thats 10 miles away. Hotel is about 100 yards from the hwy. If your room is on that side it will make for a noisy night. Restaurant is fairly good. Had lunch and brkfst. Become a starwwod member. It allows you to have free continental brkft and evening acces to prefered members floor. Pool nice size, has an indoor section and an indoor hot tub. Workout area, stepper and running some wights.Draw backs were. Bar closed at 11pm. No free transport to Cowboy Stadium. Over all not a bad place to stay. No bugs and beds were clean. but in desperate need of updating. ae. painting","Oct 16, 2007","1","1",3,3,5,4,6,5,4,"3","$161"
"hotel_197","hotel_3758","Great value and location! We got a good deal on priceline for this hotel, and we were two females traveling, so we wanted a good safe location. We got back to the hotel from our concert at about midnight, and felt very safe walking in.This hotel is great, the beds and pillows are amazing, and the suite style room is great!The room had french style doors into the bedroom, and a separate living area. I really liked this! It also had a little refrigerator.The only complaint was with priceline, we got a smoking room, and neither of us smoke. They SAID they were out of non-smoking, which may not have been true. But we opened the window and aired the room out. The location is great, so convenient to the interstate!I would definitely stay here again!","Oct 12, 2007","1","1",6,6,6,6,5,5,1,"3","$161"
"hotel_197","hotel_2136","Disgusting and dilapidated room I've had the displeasure of staying here twice within the past two months on priceline reservations. The rooms I was given were absolutey disgusting and dilapidated. The most disturbing was the huge amounts of mold packed into the air vents. I suspect this is why the wallpaper was buckling and peeling off the walls along with outlet covers and fixtures. The furniture and carpets were very soiled, worn and had burn holes in them. The bath had large places of missing caulk and mold in the shower. I made the mistake of visiting the pool area once. It was a mess. The pool was dirty, there was trash and bird crap everywhere and the pool lounge cushions were moldy. I wouldn't dare get into the pool and definitely not into the green water in the hot tub.I can not believe that Starwood allows this dump to operate as a Sheraton. In my opinion, the rooms are not up to standards of the sleaziest rent by hour motel. Starwood should do a massive room overhaul immediately or pull the Sheraton flag from this disgrace.","Aug 14, 2007","3","3",2,2,4,2,4,3,3,"3","$161"
"hotel_197","hotel_1871","Gramdma's house with an institutional twist Yuck. Thin walls, babies crying, ice machine rumble, doors slamming. TV from the early 70's. Why is it the remote controls are always so unresponsive and the sound is terrible? Never had a decent maid service. Almost a saw buck to park the car in the corn field. For my money the DoubleTree a block away is much better.The one bedrooms suite didn't have a kitchen, just microwave, coffee maker and mini frig.I was in room 420. It was fairly clean and cool. Furnishings were institutional. Particle board table with 2 chairs, cheap0 couch that was uncomfortable and small, tv from eell and sheets so thin I was afraid they would not take my weight.The bath was adaquate size with a ration of 1 face and 3 bath towels per day. More if I would have asked.The starwood lounge was shut down for the summer 6 weeks while they decide how to further nickel and dime you. Got some half off coupons in place of that, no thanks. It didn't suck too much. But I won't be going back any time soon if I can help it. This property truly needs a face lift and tummy tuck and more. Half the staff could use an attitude adjustment too. Not what I expected from a starwood property.","Jul 20, 2007","4","4",3,3,5,4,2,2,2,"3","$161"
"hotel_197","hotel_5206","Time for Renovation I stayed at the Sheraton Suites Market Center in Dallas, Texas for 2 nights early in February 2007. My room needed renovation. One lamp shade was crushed. A cabinet had a chunk missing. Surfaces were scratched, scuffed and stained. However, I checked with others at my seminar, and they did not have my experience.Sheraton: check to see if the rooms are up to your standards.","Feb 10, 2007","5","5",1,1,1,1,1,1,1,"3","$161"
"hotel_197","hotel_9945","Good Value The suites are big and very good value, but they are a little tired and need a renovation. The beds are really comfortable and the aircon is supremely efficient.The suites are clean, have a good fridge and coffee maker but the bathrooms are small and old, and the furniture was visibly worn.The staff in the bar (particularly Katerina from the Czech Republic) are delightful, and cannot do enough for you. The food is of a high quality and the people here are really what makes this a good place to stay. Thanks so much to the team who turned this from average to nice.","Oct 23, 2006","3","3",5,4,4,5,4,6,5,"3","$161"
"hotel_197","hotel_1031","Craptel not Hotel       Small and dark bedroom","Oct 18, 2006","4","4",3,2,4,3,5,3,2,"3","$161"
"hotel_197","hotel_1640","Not impressed worn rooms; stains on the carpetsI'm a Starwood member and I was absolutely not treated like one. will not stay here again","Sep 20, 2006","3","3",3,2,4,2,3,3,4,"3","$161"
"hotel_197","hotel_3413","Very nice hotel Stayed here for the Dave Matthews concert and were very pleased. Like other reviews state the rooms are very well laid out. The pool area is also very nice with many loungers and spots w/ shade and sun.Not being a nitpicker there wasn't anything bad I can say about the place other than the food prices in the snack bar were extremely marked up. Room was clean and found the service to be good and friendly. Would absolutely stay again if the price is right.","Aug 21, 2006","5","2",5,5,4,5,4,5,1,"3","$161"
"hotel_197","hotel_1449","Very nice stay I was nervous about this place after reading some of the reviews, particularly about the service, but my two-night stay here was just lovely, and I found the staff to be particularly friendly  helpful. The rooms are ample size and very clean. My only annoyances were paying $10/day for internet service and $7/day for uncovered, unprotected self-parking.All in all, an excellent stay, and I would likely stay here again.","Jul 29, 2006","2","1",5,5,5,5,5,5,4,"3","$161"
"hotel_197","hotel_8646","Comfortable and friendly. I stayed here with my wife and 5-month-old son for 2 weeks during July. We travel with a major Broadway touring musical, and because we have a baby, we are always glad to have a microwave and a small fridge. The sink area is a bonus. Also, plentiful counter  Cupboard space. The separate bedroom is also a definite plus. Very comfortable, Sweet Sleeper beds. Staff very friendly and helpful. Good shuttle that will take you anywhere in a 5 mile radius. West Village is a nearby outdoor neighbourhood/mall type area, lots of cafes, shops, etc. Our room had a nice view of the Dallas skyline. Overall....great stay!","Jul 9, 2006","3","2",1,1,1,1,1,1,1,"3","$161"
"hotel_197","hotel_6387","Nice rooms, service has gone downhill (many stays here), and prices going up I've stayed at this hotel many times in the last year and a half. It started out excellent, but the service has gone downhill significantly, and my last stay was a nightmare. The prices have also gone way up in the last year (per online sites like Travelocity, Expedia, [-----]). Although I've had many excellent experiences here in the past, the last one was so bad I'll never stay here again.First, the good stuff. The room layout is just great. It's a two room suite with french doors between. There's a nice wet bar, the bathroom counter space is good, all the normal amenities (coffee maker, nice hair dryer, toiletries, etc) and the TV channel selection is nice (2 TVs), the shower is nice. The beds are nice -- comfortable, nice duvet covers on comforters, nice pillows, etc. A small fridge is in the room. They have a decent shuttle service during the day. And they do allow pets if you need to bring one along; they even have special doggy beds for them.The so-so stuff. The restaurant is average (or a bit below) and a bit pricey, although the staff is nice. The internet service is $10 per day, or you can use Wayport on a monthly charge. Wayport's service is spotty and the hotel is no help getting it fixed if you have a problem. They've started charging for parking in the adjacent lot unless you've got a corporate reservation or other special booking.The bad stuff. The hotel is next to a freeway and a good number of the rooms are very noisy. Since the hotel books many conventions and corporate accounts, you may not be able to switch rooms. (A solo traveler doesn't have a lot of sway here, since they have a number of big-time corporate clients, like Southwest Airlines.) The staff is mostly friendly and smiling (at least during the day), but not particularly helpful or reliable. If you need a special request, don't count on it being honored until you've asked several times. There's a big difference in the quality of staff in the morning, afternoon, and late night. The in room automated check out doesn't work at all (it has never worked the entire time I've stayed here). They've double charged my credit card on more than one occassion, although the bill did finally get corrected through the credit card company. Carts to get your luggage up are often MIA and so is the bellman. If you're an SPG member, be sure to check your point count, as it may or may not get credited for your stay. They give lousy directions to pretty much anywhere.My last stay was not a good experience, primarily because of hotel staff. I don't think I can post details without violating the posting rules, but I won't stay again.Staying here could be a very good experience or a very bad experience, depending on your room assignment and the staff you happen to find on duty. I've had both experiences in my many stays here.","Feb 17, 2006","7","7",4,5,1,5,1,3,1,"3","$161"
"hotel_197","hotel_8312","Great Value in downtown Dallas Layout of suite with sitting room, separate bedroom, and 2 TVs was perfect for 2 people. Bedroom was plush, bathroom was large, and kitchenette was adequate. We had plenty of room to spread out for less money than just a room at other nearby hotels. Conveniently located near I-35E. Fitness room and pool were as expected, not gym quality, but good enough. Only negative was that they charged for uncovered parking and Internet connection.","Jan 19, 2006","6","3",1,1,1,1,1,1,1,"3","$161"
"hotel_197","hotel_5875","Great Stay at the Sheraton   showReview(4146608, 'full');","Nov 27, 2005","12","6",1,1,1,1,1,1,1,"3","$161"
"hotel_197","hotel_7074","A Little Disappointed   showReview(4138370, 'full');","Nov 22, 2005","5","4",4,4,1,4,1,3,1,"3","$161"
"hotel_197","hotel_1496","Needs an upgrade   showReview(3836835, 'full');","Sep 1, 2005","15","11",4,2,1,4,1,3,1,"3","$161"
"hotel_197","hotel_7412","A delightful surprise   showReview(3605784, 'full');","Jun 23, 2005","8","6",1,1,1,1,1,1,1,"3","$161"
"hotel_197","hotel_2558","Great meeting location   showReview(3604786, 'full');","Jun 22, 2005","2","2",6,6,1,6,1,5,1,"3","$161"
"hotel_197","hotel_8690","Mediocre   showReview(3234767, 'full');","Feb 28, 2005","4","4",4,4,1,5,1,5,1,"3","$161"
"hotel_199","hotel_7323","Great Service at the Marriott, Brooklyn Bridge for MSPA Conference The hotel is wonderful and we have never experienced such incredible service. The Middle School Principal Association has an annual conference at the Marriott  each year they are better at hosting the event. From dinner the night before to our room stay in the new wing, greeting the vendors in the early am and conference goers as well as the presentor rooms set up were great. The luncheon that followed was wonderful. I highly recommend this location for a hotel stay or conference!","Jan 7, 2009","0","0",1,1,1,1,1,1,1,"4","$457"
"hotel_199","hotel_3693","Best Hotel stay ever I have to say this was the nicest hotel I have ever stayed in. The staff was extremely friendly and accommodating, even though we bugged them to death. Our luggage did not arrive to NY with us but the hotel was able to accommodate us with some extra toiletries for our 3 day stay. After missing our flight, we went back to this hotel for an additional 2 night since we enjoyed our stay there so much. The staff remembered us and welcomed us back. We were literally shocked by how large the rooms were. We could actually put our 4 pieces of luggage on the floor and still had plenty of room to walk around. The first room we were in had two double beds and a sitting area off to the side with two chairs and a sofa. The second room we were in was a little smaller, didn't have the sitting area, but was still large enough for the luggage and walking room. The bathrooms were extremely nice in both rooms. I would totally stay here again and recommend this to anyone going to NY.","Jan 2, 2009","0","0",6,6,5,6,6,6,4,"4","$457"
"hotel_199","hotel_1448","Luxury bolthole close to city Chosen purely on location as a means of being close to spare-room-less family in the neighbourhood. Very pleased with all aspects. One of the other reviewers mentions the bedding and this is one of the highlights; felt utterly cocooned! There was also a fridge in the room. Bathroom also extremely comfortable with full tub (great when you have been trailing round all day) and adjustable powerful shower. Entire hotel was spotless with happy, friendly staff. Easy walking distance of subway or Brooklyn Bridge and plenty cabs. We didn't have time to eat in the hotel but would have been more than happy to.","Dec 31, 2008","1","1",5,6,5,6,6,6,1,"4","$457"
"hotel_199","hotel_8843","Luxury on a budget!       downstairs lobby","Dec 27, 2008","0","0",5,5,6,6,6,5,5,"4","$457"
"hotel_199","hotel_3287","Incredible bedding I've stayed here twice, and the bedding is to die for. Amazing duvets and pillows; the most comfortable beds in any hotel I have ever been in.","Dec 26, 2008","0","0",5,6,5,5,5,5,4,"4","$457"
"hotel_199","hotel_9013","everything i've come to expect fantastic stay at this hotel. Inexpensive for new york and reasonably convenient for most of the city. rooms and beds exquisite, very hospitable staff, and, at one stage, we had a medical emergency - the hotel were fantastic and great at giving good advice in a difficult situation.","Dec 20, 2008","2","1",6,6,5,6,6,6,6,"4","$457"
"hotel_199","hotel_2011","Loved It, Loved It I was here during the Christmas season and the hotel was decorated beautifully. The staff was very friendly and helpful. The room was very clean. When asked for a later check out time , I was accomodated with no extra cost. The hotel is near the subway system to all of the boroughs. The hotel is in walking distant of several resturants and shops for anything you may need and want. I will highly recommend this hotel.","Dec 19, 2008","1","1",6,6,6,6,6,6,6,"4","$457"
"hotel_199","hotel_7252","First Class Service all around Stayed only one night as we were picking up a cruise the next day, however, service from from the onset of arrival until check out was first class, friendly, and totally accommodating. Room immaculate, comfortable, and it was obvious that all personnel were eager to assist. Would certainly recommend this hotel over and above most lower Manhattan hotels. Easier to access JFK airport.","Dec 12, 2008","0","0",5,6,6,6,6,6,1,"4","$457"
"hotel_199","hotel_1565","One night in Brooklyn This is where our NY experience started: We stayed at the Mariott in Brooklyn for just one night to move to a place in Manhattan the day after, and we were quite happy we did. At check-in we were told that the bridge view room we had booked wasn't available, but the hotel made it up for us with an upgrade to a spacious suite with a huge balcony and amazing views. Although you could see that the last refurbishment must have been a while ago, everything was still in shape and clean. The staff at reception was very nice and helpful. Rates, well ... When you come to NY you know what to expect!","Dec 7, 2008","1","1",6,5,5,5,5,5,5,"4","$457"
"hotel_199","hotel_10347","Great location I was staying here as my friend was attending a conference here and so I had no choice really. I was initially a little skeptical about staying in Brooklyn as I've been to New York before and have always stayed in hotels in Manhattan. However, I was pleasantly surprised at how close it really is. I'm a Londoner and am accustomed to getting on the underground to travel to places, so it really wasn't a big deal for me to get on a train to get to Manhattan. The location was amazing - it was just a few minutes away from over 6 different train lines which meant that you could get to anywhere in Manhattan with ease. The hotel itself was pleasant enough - good sized rooms, clean, helpful staff. The restaurant didn't look very good so I never ate there, but with Manhattan just a few minutes away, I don't really see the need to eat at a hotel restaurant. Overall, it was a very pleasant stay. If you're looking for a decent mid price hotel that's accessible, then this one fits the bill.","Nov 28, 2008","1","1",5,5,5,5,5,5,5,"4","$457"
"hotel_199","hotel_6853","Add me to the list of those who love this hotel! We stayed at the Brooklyn Bridge Marriott for one night before boarding a cruise out of Brooklyn. We booked directly through the Marriott's website many months before and secured a favorable rate using the Senior discount.Arrived around 3 PM and had no problem checking in early. The front desk staff were both professional and friendly. After check-in we moved to the bar for a couple of drinks and found this to be a fun place. The bartender, Michael, makes a great Manhattan!Talked with the doorman, Nick, who recommended a great dinner spot - the Queen Italian Restuarant. There was 6 of us and he had no problem arranging transportation for our ride there.After dinner we returned to the Marriott for coffee and dessert. They serve Starbucks and a wicked cheesecake sampler platter ($13) which easily fed us all - we may not have finished it all! Great attentive service as well.The rooms were clean and comfortable and good sized. The bed was very comfy. Very large bathroom and lots of hot water and pressure in the morning.The hotel itself is very lovely. There are escalators from the main entrance up to the lobby and they are surrounded by lots of greenery and flowers. Security is also very evident and appreciated.We enjoyed a great breakfast the next morning in the hotel restaurant. A buffet is offered in addition to the regular menu. Portions were huge and I'm not sure any of us were able to finish. Service was extremely friendly but a little slow.As this was a quick trip we were not able to enjoy the pool - hopefully we will on our next trip, as we are staying here again next May.To sum it up we had a great stay and look forward to the next one!Transportation notes: there were 4 of us traveling from JFK with at least 8 bags. We arranged to have Arecibo pick us up - the fee to the hotel was $50 plus tip. Our doorman, Nick, arranged our transportation to the port and that was $25 plus tip.","Nov 14, 2008","5","5",6,6,4,6,6,6,1,"4","$457"
"hotel_199","hotel_9872","Scenic Views, Beautiful Neighborhood, Great Service We just returned from a long weekend trip to New York City. We have stayed at this hotel several times this year and always received the same terrific service. The rooms are very comfortable and most often we have been given rooms with a great view of the city and concierge level access. All of the staff with whom we interacted- the doormen, the check-in staff, the concierge, the parking attendants, the fitness room attendant are friendly, courteous and helpful. On a recent stay when we checked in early we were put in a room we didn't care for. When we asked for a room change for the next day, we were immediately moved. This was all done quickly and pleasantly, with no hesitation.A full breakfast is available in the concierge room on weekdays. It offers more than just the usual continental breakfast fare, along with outdoor balconies offering tremendous views of Manhattan. The staff are welcoming and friendly to all. The late afternoon snacks and evening desserts are especially tasty.Finally another bonus when staying at this hotel is the charming Brooklyn neighborhood of brownstones and the Promenade which is a short walk from the hotel. It has a breathtaking view of the city at night and lovely shops and restaurants nearby.After a quick cab ride into Manhattan for an evening of dining , shopping or theater , you return to a quiet retreat away from the bustle and crowds of the city . We continue to enjoy our stays here.","Nov 13, 2008","3","3",6,6,6,6,6,6,6,"4","$457"
"hotel_199","hotel_9054","New York's Finest Hotel Much like Brooklyn itself this hotel is an American classic from top to bottom everyone quite simply strives for the best guest experience possible.You will be greeted every morning by the Hotel GM Sam and his staff right at the lobby which is rare in this day in age to interact with Hotel leadership I have stayed here at least 20 times in the last two years and prefer this to any hotel in NYC regardless of price point or location.Steve Salerno","Oct 30, 2008","3","3",6,6,6,6,6,6,5,"4","$457"
"hotel_199","hotel_10230","Recommend the New York Marriott at the Brooklyn Bridge to everyone! From the moment I arrived, the parking attendant, the bell man service, the people at the desk, and the room staff, are all wonderful! Extremely attentive, polite, and professional! Show genuine concern for my every wish! I totally recommend this hotel to everyone visiting NYC! Visit this hotel on line or call before you look anywhere else. You will not be disappointed!","Oct 23, 2008","3","3",6,6,6,6,6,6,6,"4","$457"
"hotel_199","hotel_1819","A pleasant surprise We recently stayed over at the Marriot in Brooklyn which we chose for its proximity to the Brooklyn cruise terminal.The room was large and comfortable,check in was quick and friendly and the view from the room of the New York skyline was stunning .The hotel is a 2 minute walk from the subway station which is the first station in Brooklyn after crossing the bridge from Lower Manhattan.This makes the hotel an excellent alternative to hotels in Manhattan.and next time we visit New York i will probably choose to stay here","Oct 18, 2008","1","1",1,1,1,1,1,1,1,"4","$457"
"hotel_199","hotel_6266","Faultless Our stay here was perfect - ok so you're not in Manhatten but the location of this hotel offers a quiet retreat from the busy centre something we were glad of after a full on day of sightseeing and shopping. The subway is located just behind the hotel or you can have a stroll accross the Brooklyn Bridge which takes about 20 minutes (highly recommended). The hotel itself is fantastic, the staff are friendly, the rooms are huge and clean with a nice bar\restaurant to relax in. If you don't fancy going into Manhatten at night Brooklyn Heights is a short walk away and has some nice places to eat.It also is ideal for links to JFK airport as the subway line outside the hotel takes you to the airport airtrain for 2 dollars.","Oct 16, 2008","1","1",6,6,5,6,6,6,6,"4","$457"
"hotel_199","hotel_7036","Very Good Stayed here for business in Brooklyn, the location was great, just a block from where I was working. Overall a great hotel, well maintained and very clean (especially when compared to previous experiences in 'upscale' Manhattan hotels).Food was very good, and restaurant/bar staff friendly.My only issue was with the noise from the adjacent room that came through the connecting door. This seems to be a common problem with Marriotts, in my experience (maybe with all hotels as well, but I stay almost exclusively at Marriotts.) A fussy toddler kept me awake until 1:30AM, ugh.Beautiful views from the Concierge Lounge, and presumably from bridge-view rooms.","Oct 6, 2008","1","1",5,6,5,6,5,5,4,"4","$457"
"hotel_199","hotel_9721","exceptional service in brooklyn We recently stayed at the Brooklyn Marriott for five days in conjunction with our son's wedding. I have rarely been in a hotel where every member of the staff, from doormen, tofront desk, chef, directors of group functons, reservations, general manager, etc. without exception, were so eager to make our stay perfect. Every request, question, or activity was handled superbly with smile. The end result was a perfect stay and wedding. We couldn't be more satisfied.The hotel is a very modern facility, with excellent location in downtown Brooklyn, close to the subway, and within walking distance to Manhattan, yet priced lower then Manhattan hotels. We have stayed here three times and are looking forward to many more.!!!","Oct 1, 2008","0","0",6,6,6,6,6,6,4,"4","$457"
"hotel_199","hotel_8259","Nice rooms, weak service I was impressed with my guest room. It was up to date, clean and very comfortable. The room was top notch. But while my room had a nice flat screen TV it wasn't worth much without a good signal. I called the desk and they said the problem was due to the weather conditions. I found out later after visiting a relative's room that their TV was working just fine.My issues with service started when I pulled up to the hotel driveway. I had two parties in my car and all of the luggage was taken to one room even though I explained to the bellman that we had two separate reservations. We gave him both of our names. I had to go to the north building to retrieve my luggage and bring it to my room in the south building.I asked the bellman what I needed to do to park my car. He said to pull into the garage and follow the sign for hotel guests. The attendant inside just pointed me down to the lower level. I've never seen a more confusing hotel garage. Everything was roped off and I couldn't find any anyone until I got to the bottom level. I was eventually able to park but when I checked in I told the desk person that I had a parking ticket. Either she didn't understand me or she was insulted that I didn't let her finish her spiel but I had to ask again at check out for them to put the parking on my bill so I would be able to leave the garage. When I tried to leave the garage the parking attendents weren't sure what to do to get me out of the garage. It took them three tries to get the gate opened for me. I really wanted to like this hotel because the rooms were nice. But the service was weak and I expected much more for the money I paid.","Sep 29, 2008","0","0",3,6,5,6,2,2,1,"4","$457"
"hotel_199","hotel_9785","We liked this one We liked this hotel very much. It was clean. Nice rooms. Decent workout area, pool, etc. Ours had a nice view. It's right down the street from the Brooklyn Bridge and an easy walk to a fabulous view of Manhattan. It's in a great neighborhood with lots of restaurants, but it not too convenient to the sights of NY. We would certainly stay there again but would prefer something a little more convenient.","Sep 24, 2008","1","1",6,5,4,5,5,5,5,"4","$457"
"hotel_199","hotel_2820","Nice hotel, very good service, a little out of the way, and still pricey We stayed at the Brooklyn Bridge Marriott for one night when we were in town for a wedding in Brooklyn. The hotel is very nice, and the rooms were great. The bedding was high quality and the toiletries and toilet paper were as well. The service was very friendly and responsive, and the Sunday brunch was delicious. The price was comparable to a Manhattan hotel, and the hotel on a rather busy downtown Brooklyn street. I lived in Brooklyn for four years, so I'm very much pro-Brooklyn, but if you had business in Manhattan this hotel would be rather inconvenient. Cabs were plentiful at the hotel, and there is a subway nearby, but you have to walk a bit to get to any of the quaint Brooklyn Heights shopping and restaurants. For the price, I'd recommend staying in Manhattan if that's where your business is.","Sep 17, 2008","0","0",4,5,4,5,5,5,1,"4","$457"
"hotel_199","hotel_9860","Very nice hotel We just returned from a two night stay. Can't say enough about the staff; to a person they were pleasant, friendly and helpful and you got the feeling that they wanted you to enjoy your time at the hotel. Our room was on the 15th floor with a great view. The room was spacious (especially for NY) and clean and the bed very comfortable. There were extra pillows and a blanket in the closet and there was also a small refrigerator for guest use. The room was very quiet and there was never a wait for the elevator. The concierge lounge on the 23rd floor was a big plus. The view was spectacular! The subway was a short distance away which made getting to Manhattan very easy. There were also many good restaurants within walking distance and the area felt very safe. I would definitely recommend this hotel.","Sep 16, 2008","0","0",5,5,5,5,5,6,1,"4","$457"
"hotel_199","hotel_8422","Loved It! I spent one night at the marriot brooklyn Bridge and I loved it.The room we had was huge and nicely furnished with a nice red chaise.The hotel itself was clean and new.The location is great if you re a Brooklyn lover : you ll stay in Brooklyn heights.Really close to Fulton street mall where you can find the really cool pair of Nike Dunk you ve always been looking for:)Anyway, the hotel is also really convenient for tourists who want to visit Manhattan.the closest metro station is 5/10 minutes walk so you may want to consider that.But you ll be walking in NYC anyway..Compared to the outrageous price they charge in Manhattan the marriot bkn is a great deal. i m sure a room like this in manhattan would go for $600.The gym was nice and clean too.Bad thing you have to pay for inernet (like in Manhattan)","Sep 12, 2008","0","0",5,6,5,6,6,5,4,"4","$457"
"hotel_199","hotel_7736","Nice hotel in Brooklyn We only stayed one night but really liked this hotel. Rooms are large, clean  location is pretty good. Some nice views from higher rooms.Concierge is well stocked  typical breakfast. We were not around for evening offerings.Staff professional  helpful. Would definintely stay here again  for longer stay.","Sep 3, 2008","0","0",5,6,5,1,5,5,1,"4","$457"
"hotel_199","hotel_4332","Above and beyond Ever had a problem getting a room for early check-in? At this huge Marriott hotel complex, the bell staff is enpowered to check you in! We were looking for several rooms on the same floor and we got that plus a view of the river. First rate all the way!!Excellent experience. Highly recommended.","Aug 28, 2008","0","0",6,6,5,6,3,6,6,"4","$457"
"hotel_199","hotel_3336","My new New York Hotel!!!! Wow. What an exceptional alternative to staying mid town!I took a chance and booked here in August when no rooms were available in Manhattan. I will never go back to Manhattan again. This is the place! Newly rennovated, immaculate and pleasant rooms, a nice lounge downstairs to connect via wi-fi....If you dont mind going across the bridge for appts in midtown this is your place!I love this hotel!!!","Aug 26, 2008","0","0",1,1,1,1,1,1,1,"4","$457"
"hotel_199","hotel_8465","LOVE the Marriott Brooklyn Bridge! This is an EXCELLENT hotel! Right over the Brooklyn Bridge from lower Manhattan (you can walk over the bridge to Little Italy and Chinatown or its cheap cab fare).Beautiful building, rooms and location. You can walk to Court Street where there are dozens of new restaurants.Service is superb and the prices are less than equivalent hotels across the river.Excellent pool and health club with a nice bar and Achieves resuranunt in the building.Summer there's a farmers market one half block away.We formally stayed in lower Manhattan when visiting our daughter but it's too easy to get to downtown from this place. This is a winner. Ask for a high floor in the new tower. Nice views.Any questions about Brooklyn? Ask for Janet in the lounge, she's wonderful and knows the city very well.General Manager is Sam Ibrahim, if you had a problem (which is hard to believe) he'd make it right.","Aug 26, 2008","0","0",5,6,6,6,6,6,6,"4","$457"
